id_compra,sello,codigo_pasta,cantidad_kg,precio_unitario
30794,FR-015,P015,1.055,1866.19
30794,FR-015,P016,1.677,5731.82
30795,FR-015,P014,0.755,5898.47
30796,FR-015,P014,4.527,5898.47
30796,FR-015,P013,0.619,6802.44
30797,FR-015,P010,3.37,7050.38
30798,FR-015,P026,2.945,3346.72
30798,FR-015,P016,4.64,5731.82
30798,FR-015,P013,2.61,6802.44
30798,FR-015,P004,0.737,4157.85
30799,FR-015,P014,1.661,5898.47
30799,FR-015,P012,1.365,3262.47
30800,FR-015,P005,3.925,6093.9
30800,FR-015,P003,0.596,3602.92
30800,FR-015,P007,2.992,2018.35
30801,FR-015,P027,4.294,3783.07
30801,FR-015,P001,4.507,2946.19
30802,FR-015,P007,2.006,2018.35
30803,FR-015,P016,1.492,5731.82
30804,FR-015,P027,1.184,3783.07
30805,FR-015,P013,4.48,6802.44
30806,FR-015,P018,3.362,2905.05
30807,FR-015,P022,4.502,1894.85
30807,FR-015,P009,0.676,2355.82
30807,FR-015,P012,4.935,3262.47
30808,FR-015,P003,1.001,3602.92
30808,FR-015,P028,2.708,8669.61
30808,FR-015,P015,4.318,1866.19
30808,FR-015,P009,1.651,2355.82
30809,FR-015,P019,4.973,7078.39
30809,FR-015,P018,1.24,2905.05
30809,FR-015,P023,3.49,3696.0
30809,FR-015,P014,3.455,5898.47
30810,FR-015,P002,3.907,6917.62
30810,FR-015,P012,1.159,3262.47
30810,FR-015,P018,3.438,2905.05
30810,FR-015,P023,0.679,3696.0
30811,FR-015,P001,2.16,2946.19
30811,FR-015,P004,3.188,4157.85
30812,FR-015,P002,4.727,6917.62
30812,FR-015,P027,3.933,3783.07
30812,FR-015,P024,4.31,3389.78
30813,FR-015,P001,4.487,2946.19
30813,FR-015,P017,4.012,2005.17
30813,FR-015,P021,0.62,4502.72
30814,FR-015,P021,1.601,4502.72
30814,FR-015,P001,0.261,2946.19
30814,FR-015,P017,3.505,2005.17
30815,FR-015,P015,0.642,1866.19
30816,FR-015,P024,3.849,3389.78
30817,FR-015,P018,2.245,2905.05
30817,FR-015,P028,1.127,8669.61
30817,FR-015,P006,1.135,8364.09
30818,FR-015,P009,4.775,2355.82
30818,FR-015,P017,2.596,2005.17
30818,FR-015,P001,2.737,2946.19
30818,FR-015,P006,3.923,8364.09
30819,FR-015,P014,2.924,5898.47
30819,FR-015,P020,0.893,5128.36
30819,FR-015,P008,2.781,6627.39
30819,FR-015,P018,1.428,2905.05
30820,FR-015,P019,2.453,7078.39
30821,FR-015,P001,4.339,2946.19
30821,FR-015,P009,2.928,2355.82
30822,FR-015,P024,3.884,3389.78
30822,FR-015,P004,4.781,4157.85
30823,FR-015,P006,2.874,8364.09
30823,FR-015,P018,3.259,2905.05
30824,FR-015,P025,3.015,7229.49
30824,FR-015,P027,2.759,3783.07
30824,FR-015,P002,3.037,6917.62
30825,FR-015,P028,3.819,8669.61
30826,FR-015,P001,0.321,2946.19
30827,FR-015,P020,4.954,5128.36
30828,FR-015,P001,3.552,2946.19
30828,FR-015,P024,2.678,3389.78
30829,FR-015,P003,1.081,3602.92
30829,FR-015,P023,0.535,3696.0
30830,FR-015,P008,4.921,6627.39
30830,FR-015,P010,3.773,7050.38
30831,FR-015,P024,3.853,3389.78
30831,FR-015,P009,0.964,2355.82
30831,FR-015,P020,2.898,5128.36
30832,FR-015,P014,1.084,5898.47
30832,FR-015,P018,4.656,2905.05
30832,FR-015,P021,2.532,4502.72
30833,FR-015,P011,2.507,5124.34
30833,FR-015,P021,1.528,4502.72
30833,FR-015,P017,0.91,2005.17
30834,FR-015,P024,0.585,3389.78
30834,FR-015,P013,3.959,6802.44
30834,FR-015,P017,2.589,2005.17
30835,FR-015,P016,3.0,5731.82
30835,FR-015,P005,0.324,6093.9
30835,FR-015,P028,4.403,8669.61
30836,FR-015,P019,2.454,7078.39
30836,FR-015,P025,3.974,7229.49
30836,FR-015,P012,0.604,3262.47
30837,FR-015,P009,4.94,2355.82
30838,FR-015,P027,4.485,3783.07
30838,FR-015,P021,1.595,4502.72
30839,FR-015,P003,2.754,3602.92
30839,FR-015,P015,1.277,1866.19
30840,FR-015,P014,4.256,5898.47
30840,FR-015,P015,1.961,1866.19
30840,FR-015,P009,2.668,2355.82
30840,FR-015,P025,3.271,7229.49
30841,FR-015,P014,4.804,5898.47
30841,FR-015,P006,4.354,8364.09
30842,FR-015,P006,0.62,8364.09
30842,FR-015,P002,2.611,6917.62
30842,FR-015,P015,4.89,1866.19
30842,FR-015,P025,4.21,7229.49
30843,FR-015,P024,3.138,3389.78
30844,FR-015,P026,0.344,3346.72
30844,FR-015,P011,2.485,5124.34
30844,FR-015,P017,4.195,2005.17
30844,FR-015,P008,2.224,6627.39
30845,FR-015,P018,3.01,2905.05
30845,FR-015,P003,2.614,3602.92
30845,FR-015,P015,0.933,1866.19
30846,FR-015,P025,3.498,7229.49
30846,FR-015,P011,0.864,5124.34
30847,FR-015,P003,4.975,3602.92
30847,FR-015,P025,3.966,7229.49
30848,FR-015,P005,0.621,6093.9
30848,FR-015,P002,1.559,6917.62
30849,FR-015,P027,2.846,3783.07
30849,FR-015,P020,3.896,5128.36
30849,FR-015,P018,3.969,2905.05
30849,FR-015,P012,3.2,3262.47
30850,FR-015,P010,2.918,7050.38
30850,FR-015,P008,1.281,6627.39
30850,FR-015,P003,3.676,3602.92
30851,FR-015,P004,0.989,4157.85
30851,FR-015,P009,3.649,2355.82
30851,FR-015,P022,2.365,1894.85
30852,FR-015,P020,1.117,5128.36
30852,FR-015,P018,3.125,2905.05
30852,FR-015,P010,1.107,7050.38
30853,FR-015,P019,2.164,7078.39
30853,FR-015,P004,3.444,4157.85
30854,FR-015,P016,4.363,5731.82
30854,FR-015,P019,2.116,7078.39
30855,FR-015,P002,0.795,6917.62
30855,FR-015,P016,2.606,5731.82
30856,FR-015,P022,3.473,1894.85
30856,FR-015,P009,2.669,2355.82
30856,FR-015,P004,3.099,4157.85
30856,FR-015,P010,3.836,7050.38
30857,FR-015,P017,1.231,2005.17
30857,FR-015,P028,4.463,8669.61
30858,FR-015,P006,1.162,8364.09
30858,FR-015,P001,3.945,2946.19
30858,FR-015,P010,2.583,7050.38
30859,FR-015,P024,4.927,3389.78
30860,FR-015,P025,2.116,7229.49
30860,FR-015,P002,2.002,6917.62
30860,FR-015,P003,1.901,3602.92
30860,FR-015,P022,3.116,1894.85
30861,FR-015,P001,1.479,2946.19
30861,FR-015,P028,0.943,8669.61
30861,FR-015,P022,1.324,1894.85
30861,FR-015,P006,1.478,8364.09
30862,FR-015,P001,1.751,2946.19
30862,FR-015,P007,1.249,2018.35
30863,FR-015,P015,4.283,1866.19
30863,FR-015,P028,4.632,8669.61
30863,FR-015,P003,0.588,3602.92
30864,FR-015,P014,0.923,5898.47
30864,FR-015,P003,3.162,3602.92
30864,FR-015,P026,4.237,3346.72
30865,FR-015,P024,4.503,3389.78
30865,FR-015,P028,0.387,8669.61
30866,FR-015,P006,2.654,8364.09
30867,FR-015,P006,0.443,8364.09
30868,FR-015,P007,1.792,2018.35
30869,FR-015,P002,1.614,6917.62
30869,FR-015,P012,4.169,3262.47
30869,FR-015,P025,2.199,7229.49
30869,FR-015,P020,2.109,5128.36
30870,FR-015,P025,4.006,7229.49
30871,FR-015,P008,4.914,6627.39
30871,FR-015,P013,2.883,6802.44
30871,FR-015,P024,3.781,3389.78
30871,FR-015,P015,3.015,1866.19
30872,FR-015,P018,2.621,2905.05
30872,FR-015,P011,1.375,5124.34
30873,FR-015,P013,0.919,6802.44
30873,FR-015,P008,1.385,6627.39
30873,FR-015,P012,2.16,3262.47
30874,FR-015,P024,0.497,3389.78
30874,FR-015,P005,0.66,6093.9
30874,FR-015,P013,1.403,6802.44
30875,FR-015,P017,1.851,2005.17
30875,FR-015,P012,4.074,3262.47
30876,FR-015,P022,2.525,1894.85
30877,FR-015,P022,0.289,1894.85
30877,FR-015,P020,2.86,5128.36
30878,FR-015,P021,2.939,4502.72
30878,FR-015,P025,3.154,7229.49
30878,FR-015,P018,2.659,2905.05
30879,FR-015,P002,3.829,6917.62
30879,FR-015,P013,3.398,6802.44
30879,FR-015,P018,2.155,2905.05
30880,FR-015,P027,0.412,3783.07
30880,FR-015,P007,3.786,2018.35
30880,FR-015,P014,0.651,5898.47
30880,FR-015,P025,2.742,7229.49
30881,FR-015,P017,0.743,2005.17
30882,FR-015,P005,4.459,6093.9
30882,FR-015,P016,3.203,5731.82
30882,FR-015,P003,1.346,3602.92
30882,FR-015,P006,2.599,8364.09
30883,FR-015,P017,1.36,2005.17
30883,FR-015,P002,4.57,6917.62
30883,FR-015,P028,4.857,8669.61
30884,FR-015,P023,4.936,3696.0
30884,FR-015,P022,4.802,1894.85
30885,FR-015,P004,2.106,4157.85
30886,FR-015,P019,1.222,7078.39
30886,FR-015,P005,1.453,6093.9
30886,FR-015,P016,4.019,5731.82
30887,FR-015,P021,1.248,4502.72
30887,FR-015,P005,1.07,6093.9
30887,FR-015,P019,4.95,7078.39
30888,FR-015,P008,1.164,6627.39
30888,FR-015,P019,3.296,7078.39
30888,FR-015,P018,4.984,2905.05
30888,FR-015,P006,4.232,8364.09
30889,FR-015,P019,2.673,7078.39
30890,FR-015,P017,2.727,2005.17
30891,FR-015,P023,4.145,3696.0
30891,FR-015,P014,3.336,5898.47
30892,FR-015,P007,3.035,2018.35
30892,FR-015,P008,3.948,6627.39
30892,FR-015,P002,2.451,6917.62
30893,FR-015,P023,4.517,3696.0
30893,FR-015,P011,2.345,5124.34
30893,FR-015,P004,4.231,4157.85
30894,FR-015,P016,3.358,5731.82
30895,FR-015,P026,1.598,3346.72
30895,FR-015,P015,4.506,1866.19
30895,FR-015,P008,1.524,6627.39
30895,FR-015,P005,2.468,6093.9
30896,FR-015,P012,3.29,3262.47
30896,FR-015,P016,3.085,5731.82
30897,FR-015,P016,3.689,5731.82
30898,FR-015,P012,4.739,3262.47
30898,FR-015,P008,3.586,6627.39
30898,FR-015,P020,3.909,5128.36
30899,FR-015,P015,3.376,1866.19
30899,FR-015,P027,4.427,3783.07
30900,FR-015,P011,2.19,5124.34
30900,FR-015,P028,4.19,8669.61
30900,FR-015,P023,4.183,3696.0
30900,FR-015,P006,0.432,8364.09
30901,FR-015,P027,1.346,3783.07
30901,FR-015,P028,1.711,8669.61
30901,FR-015,P012,4.869,3262.47
30902,FR-015,P027,4.896,3783.07
30903,FR-015,P024,1.409,3389.78
30904,FR-015,P001,4.611,2946.19
30904,FR-015,P005,3.661,6093.9
30905,FR-015,P021,3.483,4502.72
30905,FR-015,P014,1.349,5898.47
30906,FR-015,P014,1.131,5898.47
30906,FR-015,P027,0.562,3783.07
30906,FR-015,P021,3.382,4502.72
30906,FR-015,P007,2.108,2018.35
30907,FR-015,P016,1.21,5731.82
30908,FR-015,P019,0.577,7078.39
30908,FR-015,P022,4.804,1894.85
30908,FR-015,P010,2.521,7050.38
30908,FR-015,P013,2.207,6802.44
30909,FR-015,P016,4.301,5731.82
30909,FR-015,P007,4.967,2018.35
30909,FR-015,P025,1.923,7229.49
30910,FR-015,P011,0.857,5124.34
30910,FR-015,P010,1.18,7050.38
30910,FR-015,P005,0.5,6093.9
30911,FR-015,P021,1.205,4502.72
30912,FR-015,P013,1.66,6802.44
30912,FR-015,P018,0.653,2905.05
30913,FR-015,P006,4.627,8364.09
30913,FR-015,P014,0.372,5898.47
30913,FR-015,P012,3.242,3262.47
30914,FR-015,P022,1.976,1894.85
30914,FR-015,P006,2.984,8364.09
30914,FR-015,P019,2.088,7078.39
30915,FR-015,P026,3.128,3346.72
30915,FR-015,P003,3.511,3602.92
30915,FR-015,P008,2.719,6627.39
30916,FR-015,P024,3.643,3389.78
30917,FR-015,P027,1.726,3783.07
30917,FR-015,P028,3.111,8669.61
30917,FR-015,P022,2.595,1894.85
30918,FR-015,P005,4.161,6093.9
30918,FR-015,P017,0.91,2005.17
30919,FR-015,P001,2.767,2946.19
30919,FR-015,P024,0.574,3389.78
30920,FR-015,P012,3.461,3262.47
30920,FR-015,P019,1.769,7078.39
30920,FR-015,P028,2.606,8669.61
30921,FR-015,P017,2.068,2005.17
30921,FR-015,P003,0.979,3602.92
30921,FR-015,P011,2.202,5124.34
30921,FR-015,P020,1.923,5128.36
30922,FR-015,P022,3.408,1894.85
30923,FR-015,P026,1.33,3346.72
30923,FR-015,P009,3.658,2355.82
30923,FR-015,P015,1.402,1866.19
30923,FR-015,P017,2.999,2005.17
30924,FR-015,P012,0.546,3262.47
30924,FR-015,P010,1.207,7050.38
30924,FR-015,P022,1.651,1894.85
30925,FR-015,P026,2.277,3346.72
30925,FR-015,P015,4.908,1866.19
30925,FR-015,P006,2.204,8364.09
30925,FR-015,P001,3.798,2946.19
30926,FR-015,P004,3.808,4157.85
30926,FR-015,P013,1.673,6802.44
30926,FR-015,P014,3.603,5898.47
30926,FR-015,P024,3.715,3389.78
30927,FR-015,P023,3.936,3696.0
30927,FR-015,P022,3.727,1894.85
30928,FR-015,P014,1.968,5898.47
30928,FR-015,P010,4.024,7050.38
30928,FR-015,P011,4.026,5124.34
30928,FR-015,P015,3.48,1866.19
30929,FR-015,P025,4.26,7229.49
30929,FR-015,P007,3.607,2018.35
30929,FR-015,P011,0.316,5124.34
30930,FR-015,P006,2.04,8364.09
30930,FR-015,P016,4.598,5731.82
30931,FR-015,P008,0.874,6627.39
30931,FR-015,P009,2.84,2355.82
30932,FR-015,P023,4.04,3696.0
30933,FR-015,P020,2.419,5128.36
30933,FR-015,P011,4.517,5124.34
30934,FR-015,P024,4.249,3389.78
30934,FR-015,P013,2.611,6802.44
30934,FR-015,P016,3.843,5731.82
30934,FR-015,P010,3.306,7050.38
30935,FR-015,P018,4.298,2905.05
30935,FR-015,P009,3.077,2355.82
30935,FR-015,P016,3.553,5731.82
30936,FR-015,P005,2.554,6093.9
30936,FR-015,P019,4.46,7078.39
30937,FR-015,P006,0.972,8364.09
30937,FR-015,P025,4.173,7229.49
30937,FR-015,P022,3.211,1894.85
30937,FR-015,P026,1.221,3346.72
30938,FR-015,P025,1.692,7229.49
30938,FR-015,P017,4.164,2005.17
30938,FR-015,P014,4.901,5898.47
30939,FR-015,P009,2.957,2355.82
30939,FR-015,P017,3.723,2005.17
30939,FR-015,P020,2.419,5128.36
30940,FR-015,P028,3.435,8669.61
30940,FR-015,P025,3.838,7229.49
30941,FR-015,P020,4.179,5128.36
30941,FR-015,P017,3.796,2005.17
30941,FR-015,P006,1.447,8364.09
30942,FR-015,P009,3.59,2355.82
30942,FR-015,P001,4.376,2946.19
30942,FR-015,P011,0.938,5124.34
30943,FR-015,P023,4.358,3696.0
30943,FR-015,P006,4.497,8364.09
30944,FR-015,P001,2.347,2946.19
30944,FR-015,P021,2.72,4502.72
30944,FR-015,P027,2.568,3783.07
30945,FR-015,P012,3.955,3262.47
30945,FR-015,P010,4.471,7050.38
30945,FR-015,P023,0.327,3696.0
30945,FR-015,P009,0.865,2355.82
30946,FR-015,P026,1.921,3346.72
30947,FR-015,P024,3.291,3389.78
30948,FR-015,P006,0.997,8364.09
30948,FR-015,P013,4.107,6802.44
30948,FR-015,P020,3.101,5128.36
30949,FR-015,P012,2.448,3262.47
30949,FR-015,P018,4.049,2905.05
30950,FR-015,P028,4.131,8669.61
30950,FR-015,P013,3.028,6802.44
30951,FR-015,P023,0.464,3696.0
30951,FR-015,P027,1.359,3783.07
30951,FR-015,P001,0.271,2946.19
30952,FR-015,P010,4.356,7050.38
30952,FR-015,P001,3.327,2946.19
30952,FR-015,P006,4.459,8364.09
30952,FR-015,P003,1.353,3602.92
30953,FR-015,P017,0.836,2005.17
30953,FR-015,P019,3.232,7078.39
30953,FR-015,P010,1.261,7050.38
30953,FR-015,P012,3.887,3262.47
30954,FR-015,P013,3.016,6802.44
30954,FR-015,P028,1.944,8669.61
30954,FR-015,P019,2.235,7078.39
30955,FR-015,P014,2.26,5898.47
30956,FR-015,P017,1.425,2005.17
30957,FR-015,P014,3.72,5898.47
30957,FR-015,P015,4.701,1866.19
30957,FR-015,P023,3.495,3696.0
30957,FR-015,P012,0.839,3262.47
30958,FR-015,P025,2.138,7229.49
30958,FR-015,P023,1.453,3696.0
30958,FR-015,P002,1.151,6917.62
30959,FR-015,P007,4.79,2018.35
30959,FR-015,P020,0.35,5128.36
30959,FR-015,P009,2.833,2355.82
30959,FR-015,P010,0.43,7050.38
30960,FR-015,P028,4.232,8669.61
30960,FR-015,P018,1.964,2905.05
30960,FR-015,P017,1.315,2005.17
30960,FR-015,P003,3.23,3602.92
30961,FR-015,P006,1.665,8364.09
30961,FR-015,P026,2.706,3346.72
30961,FR-015,P004,1.06,4157.85
30962,FR-015,P018,3.109,2905.05
30962,FR-015,P015,1.704,1866.19
30962,FR-015,P023,2.958,3696.0
30962,FR-015,P028,0.438,8669.61
30963,FR-015,P024,1.502,3389.78
30964,FR-015,P019,2.95,7078.39
30964,FR-015,P009,3.047,2355.82
30964,FR-015,P001,3.807,2946.19
30964,FR-015,P021,3.103,4502.72
30965,FR-015,P003,0.744,3602.92
30965,FR-015,P018,4.855,2905.05
30966,FR-015,P014,1.013,5898.47
30967,FR-015,P004,2.378,4157.85
30967,FR-015,P009,1.268,2355.82
30967,FR-015,P016,2.464,5731.82
30967,FR-015,P007,3.287,2018.35
30968,FR-015,P025,3.254,7229.49
30968,FR-015,P001,2.814,2946.19
30968,FR-015,P024,0.81,3389.78
30968,FR-015,P013,3.23,6802.44
30969,FR-015,P022,1.287,1894.85
30969,FR-015,P020,0.269,5128.36
30970,FR-015,P028,3.76,8669.61
30971,FR-015,P012,4.51,3262.47
30971,FR-015,P027,0.798,3783.07
30971,FR-015,P018,4.981,2905.05
30971,FR-015,P020,2.35,5128.36
30972,FR-015,P028,4.449,8669.61
30972,FR-015,P006,1.43,8364.09
30973,FR-015,P004,4.767,4157.85
30973,FR-015,P021,0.499,4502.72
30973,FR-015,P016,4.051,5731.82
30973,FR-015,P009,0.767,2355.82
30974,FR-015,P021,4.027,4502.72
30974,FR-015,P027,1.169,3783.07
30974,FR-015,P005,0.855,6093.9
30975,FR-015,P016,0.846,5731.82
30975,FR-015,P018,1.674,2905.05
30975,FR-015,P020,4.157,5128.36
30976,FR-015,P017,4.687,2005.17
30977,FR-015,P009,0.255,2355.82
30977,FR-015,P005,0.717,6093.9
30977,FR-015,P025,3.903,7229.49
30977,FR-015,P001,1.536,2946.19
30978,FR-015,P021,3.806,4502.72
30979,FR-015,P013,1.26,6802.44
30979,FR-015,P024,1.177,3389.78
30979,FR-015,P026,4.964,3346.72
30979,FR-015,P017,4.381,2005.17
30980,FR-015,P021,2.878,4502.72
30981,FR-015,P003,2.274,3602.92
30981,FR-015,P012,2.885,3262.47
30981,FR-015,P006,3.882,8364.09
30982,FR-015,P011,2.663,5124.34
30982,FR-015,P005,1.753,6093.9
30982,FR-015,P023,4.021,3696.0
30983,FR-015,P008,1.907,6627.39
30983,FR-015,P013,4.534,6802.44
30983,FR-015,P025,1.892,7229.49
30984,FR-015,P007,3.568,2018.35
30984,FR-015,P013,1.572,6802.44
30984,FR-015,P028,3.246,8669.61
30984,FR-015,P021,2.501,4502.72
30985,FR-015,P027,4.629,3783.07
30985,FR-015,P020,3.938,5128.36
30985,FR-015,P015,3.652,1866.19
30986,FR-015,P010,0.762,7050.38
30986,FR-015,P025,4.102,7229.49
30987,FR-015,P018,1.122,2905.05
30988,FR-015,P013,2.066,6802.44
30988,FR-015,P021,3.082,4502.72
30988,FR-015,P006,4.176,8364.09
30989,FR-015,P005,1.171,6093.9
30990,FR-015,P025,3.063,7229.49
30990,FR-015,P011,2.825,5124.34
30991,FR-015,P022,4.823,1894.85
30991,FR-015,P012,3.665,3262.47
30991,FR-015,P006,0.604,8364.09
30992,FR-015,P017,4.425,2005.17
30992,FR-015,P025,3.97,7229.49
30992,FR-015,P012,2.198,3262.47
30992,FR-015,P016,1.365,5731.82
30993,FR-015,P002,2.437,6917.62
30994,FR-015,P010,0.877,7050.38
30994,FR-015,P021,1.717,4502.72
30994,FR-015,P028,3.607,8669.61
30994,FR-015,P018,2.445,2905.05
30995,FR-015,P026,0.299,3346.72
30995,FR-015,P018,4.242,2905.05
30995,FR-015,P012,3.172,3262.47
30996,FR-015,P012,0.263,3262.47
30997,FR-015,P021,0.853,4502.72
30998,FR-015,P027,4.001,3783.07
30998,FR-015,P016,4.96,5731.82
30999,FR-015,P004,4.538,4157.85
31000,FR-015,P002,2.328,6917.62
31000,FR-015,P022,0.872,1894.85
31000,FR-015,P020,2.33,5128.36
31000,FR-015,P008,1.972,6627.39
31001,FR-015,P025,1.899,7229.49
31001,FR-015,P016,4.813,5731.82
31002,FR-015,P017,1.112,2005.17
31002,FR-015,P015,4.347,1866.19
31002,FR-015,P020,4.459,5128.36
31003,FR-015,P010,3.719,7050.38
31003,FR-015,P022,1.729,1894.85
31003,FR-015,P027,3.202,3783.07
31003,FR-015,P023,2.523,3696.0
31004,FR-015,P023,2.825,3696.0
31004,FR-015,P013,4.412,6802.44
31004,FR-015,P011,1.266,5124.34
31004,FR-015,P004,2.113,4157.85
31005,FR-015,P020,4.26,5128.36
31005,FR-015,P006,1.455,8364.09
31005,FR-015,P001,2.14,2946.19
31005,FR-015,P007,3.264,2018.35
31006,FR-015,P001,4.188,2946.19
31006,FR-015,P003,2.728,3602.92
31006,FR-015,P027,1.748,3783.07
31006,FR-015,P025,0.255,7229.49
31007,FR-015,P027,2.216,3783.07
31008,FR-015,P026,0.734,3346.72
31008,FR-015,P013,4.532,6802.44
31009,FR-015,P013,3.987,6802.44
31009,FR-015,P009,1.592,2355.82
31009,FR-015,P017,4.116,2005.17
31009,FR-015,P026,2.685,3346.72
31010,FR-015,P002,1.444,6917.62
31011,FR-015,P005,3.38,6093.9
31012,FR-015,P024,4.411,3389.78
31013,FR-015,P026,4.445,3346.72
31013,FR-015,P021,1.098,4502.72
31013,FR-015,P013,3.033,6802.44
31014,FR-015,P018,0.56,2905.05
31014,FR-015,P026,0.34,3346.72
31014,FR-015,P006,3.12,8364.09
31014,FR-015,P015,0.417,1866.19
31015,FR-015,P004,4.167,4157.85
31015,FR-015,P005,4.883,6093.9
31016,FR-015,P023,1.529,3696.0
31016,FR-015,P011,0.624,5124.34
31017,FR-015,P026,3.548,3346.72
31017,FR-015,P024,1.708,3389.78
31018,FR-015,P011,3.838,5124.34
31018,FR-015,P013,3.103,6802.44
31019,FR-015,P024,1.512,3389.78
31020,FR-015,P007,1.609,2018.35
31020,FR-015,P020,3.83,5128.36
31020,FR-015,P014,4.39,5898.47
31021,FR-015,P016,1.993,5731.82
31021,FR-015,P017,0.583,2005.17
31022,FR-015,P011,4.149,5124.34
31022,FR-015,P012,1.182,3262.47
31022,FR-015,P008,1.209,6627.39
31022,FR-015,P028,3.963,8669.61
31023,FR-015,P009,0.453,2355.82
31023,FR-015,P024,4.228,3389.78
31023,FR-015,P014,3.338,5898.47
31023,FR-015,P020,3.175,5128.36
31024,FR-015,P021,1.991,4502.72
31024,FR-015,P014,1.433,5898.47
31025,FR-015,P018,1.438,2905.05
31026,FR-015,P005,2.734,6093.9
31026,FR-015,P013,4.304,6802.44
31026,FR-015,P021,0.553,4502.72
31026,FR-015,P028,3.448,8669.61
31027,FR-015,P014,2.382,5898.47
31027,FR-015,P013,2.721,6802.44
31027,FR-015,P023,1.633,3696.0
31027,FR-015,P011,1.625,5124.34
31028,FR-015,P014,4.902,5898.47
31028,FR-015,P020,1.9,5128.36
31028,FR-015,P015,2.924,1866.19
31028,FR-015,P010,0.403,7050.38
31029,FR-015,P015,0.827,1866.19
31030,FR-015,P027,2.276,3783.07
31030,FR-015,P020,4.893,5128.36
31030,FR-015,P011,2.389,5124.34
31030,FR-015,P021,3.073,4502.72
31031,FR-015,P022,3.682,1894.85
31031,FR-015,P003,0.961,3602.92
31032,FR-015,P027,2.569,3783.07
31032,FR-015,P001,3.567,2946.19
31032,FR-015,P009,0.576,2355.82
31033,FR-015,P004,2.834,4157.85
31033,FR-015,P005,2.513,6093.9
31033,FR-015,P020,4.239,5128.36
31033,FR-015,P014,1.512,5898.47
31034,FR-015,P009,4.911,2355.82
31035,FR-015,P015,0.925,1866.19
31035,FR-015,P010,4.008,7050.38
31036,FR-015,P013,1.382,6802.44
31036,FR-015,P024,0.749,3389.78
31036,FR-015,P026,2.938,3346.72
31037,FR-015,P021,2.092,4502.72
31037,FR-015,P027,0.53,3783.07
31038,FR-015,P010,2.053,7050.38
31038,FR-015,P003,3.844,3602.92
31038,FR-015,P022,2.939,1894.85
31038,FR-015,P020,0.451,5128.36
31039,FR-015,P009,0.404,2355.82
31039,FR-015,P019,0.723,7078.39
31039,FR-015,P008,4.254,6627.39
31040,FR-015,P018,1.104,2905.05
31040,FR-015,P002,3.576,6917.62
31041,FR-015,P016,1.479,5731.82
31042,FR-015,P013,2.612,6802.44
31042,FR-015,P012,3.06,3262.47
31042,FR-015,P027,0.602,3783.07
31043,FR-015,P021,0.675,4502.72
31044,FR-015,P022,3.375,1894.85
31045,FR-015,P012,4.286,3262.47
31045,FR-015,P025,0.379,7229.49
31045,FR-015,P026,2.485,3346.72
31045,FR-015,P016,1.815,5731.82
31046,FR-015,P013,2.423,6802.44
31046,FR-015,P027,1.201,3783.07
31046,FR-015,P025,4.418,7229.49
31047,FR-015,P019,4.597,7078.39
31048,FR-015,P007,2.649,2018.35
31049,FR-015,P003,1.751,3602.92
31049,FR-015,P028,0.953,8669.61
31049,FR-015,P005,2.281,6093.9
31050,FR-015,P004,2.781,4157.85
31050,FR-015,P011,1.741,5124.34
31051,FR-015,P020,1.588,5128.36
31051,FR-015,P010,1.627,7050.38
31051,FR-015,P013,4.506,6802.44
31052,FR-015,P009,3.798,2355.82
31052,FR-015,P015,4.88,1866.19
31052,FR-015,P021,3.459,4502.72
31052,FR-015,P016,0.881,5731.82
31053,FR-015,P020,4.016,5128.36
31053,FR-015,P007,2.585,2018.35
31053,FR-015,P014,1.726,5898.47
31054,FR-015,P025,3.218,7229.49
31054,FR-015,P026,4.575,3346.72
31054,FR-015,P014,3.797,5898.47
31054,FR-015,P010,3.632,7050.38
31055,FR-015,P028,2.891,8669.61
31055,FR-015,P009,2.966,2355.82
31055,FR-015,P012,2.977,3262.47
31056,FR-015,P027,2.278,3783.07
31056,FR-015,P003,2.335,3602.92
31056,FR-015,P025,4.714,7229.49
31057,FR-015,P002,0.292,6917.62
31057,FR-015,P007,0.959,2018.35
31057,FR-015,P004,3.51,4157.85
31057,FR-015,P023,4.633,3696.0
31058,FR-015,P015,2.674,1866.19
31059,FR-015,P018,4.407,2905.05
31060,FR-015,P002,2.36,6917.62
31060,FR-015,P022,2.655,1894.85
31060,FR-015,P016,1.273,5731.82
31061,FR-015,P011,2.475,5124.34
31061,FR-015,P002,3.183,6917.62
31061,FR-015,P005,4.277,6093.9
31061,FR-015,P014,1.824,5898.47
31062,FR-015,P007,1.482,2018.35
31063,FR-015,P025,3.891,7229.49
31063,FR-015,P015,3.343,1866.19
31063,FR-015,P010,1.899,7050.38
31063,FR-015,P021,3.465,4502.72
31064,FR-015,P027,2.84,3783.07
31064,FR-015,P009,3.595,2355.82
31064,FR-015,P017,4.827,2005.17
31065,FR-015,P024,1.342,3389.78
31065,FR-015,P001,4.856,2946.19
31065,FR-015,P026,3.202,3346.72
31066,FR-015,P001,2.185,2946.19
31066,FR-015,P004,4.488,4157.85
31066,FR-015,P019,4.757,7078.39
31066,FR-015,P002,2.828,6917.62
31067,FR-015,P019,3.746,7078.39
31067,FR-015,P002,1.103,6917.62
31067,FR-015,P018,3.573,2905.05
31068,FR-015,P006,1.724,8364.09
31068,FR-015,P010,4.823,7050.38
31069,FR-015,P019,3.986,7078.39
